"","Subject","slope_ba_da","consistency_ba_da","slope_s_sh","consistency_s_sh","dprime"
"1","101",0.792550119115433,-1.1244276467622,0.917762684431,-0.7023718597389,0.611972476516602
"2","102",0.464940233374875,-1.24074477088279,0.450287114280709,-1.21108571897087,1.06725854538745
"3","103",1.21543077458283,-1.17997385927676,0.692098313461029,-0.799730552115079,0.691740888584998
"4","104",0.506354173192228,-0.978700064446316,0.867692978712122,-1.88594732422229,0.0577929592580712
"5","106",0.374635795841237,-0.451487886141728,0.646777116153629,-1.19405674899101,1.18926255370211
"6","107",0.401924536932287,-0.617781769327053,0.592466164551593,-0.695914479114245,-0.0997045109404273
"7","108",0.76611425343301,-1.13317386242591,0.756602664795371,-0.802019609628705,1.13569799971312
"8","109",0.636996433817544,-0.7144699791378,0.69698615464045,-0.746343169316184,1.42566520151046
"9","110",0.653210905627595,-1.56481665045251,0.831560590261767,-0.687162374945119,0.942203551765761
"10","111",0.52370099324534,-2.01022686494325,0.549660507907121,-1.20288825846649,0.460571874057198
"11","112",0.485238015309197,-1.19679109968555,0.612866764375324,-0.839965005495396,0.980437559423574
"12","113",0.196659232745315,-1.09023594505563,0.58119184989241,-1.44580758368536,0.641534522503389
"13","114",0.490626309864151,-1.06338240346497,0.546101894615782,-0.824709608772793,0.467954352368847
"14","115",0.816019626374512,-1.40429083916762,0.819222381527031,-0.855756176608726,0.399619208843163
"15","116",0.609380143998845,-0.907574665819105,0.862192092867322,-1.07411641126923,0.696110325628951
"16","117",0.548177320731157,-0.821695791762316,0.635451473917717,-1.20584152778705,2.00043236926425
"17","118",0.345258388423727,-1.00629272555492,0.656145010236733,-0.599845088896322,0.407118873486002
"18","119",0.74708763988942,-1.18065832135354,0.94702582163526,-0.784679085486996,1.40907096084924
"19","120",0.342925307064386,-1.55537250030305,0.898936089630581,-0.929963011720992,1.01362627756625
"20","121",0.410092620797215,-1.19107809124742,0.660986044866301,-0.534190209675399,1.28439870789009
"21","122",1.95283141992144,-0.804142368843633,0.761453971419885,-1.31014631320509,0.535664005167185
"22","123",0.367900002101064,-0.917189058700917,0.702217375562787,-0.918764524965576,1.24598920120085
"23","124",0.587775891522955,-0.892769891204436,0.509855608956217,-1.99615236231462,0.23260936962771
"24","125",1.19120072297218,-0.901453448659443,0.661980154105648,-0.238536427857049,1.3374312476592
"25","126",0.481443247012214,-0.777931271076425,0.776587084922368,-0.942150552881196,1.24889800550421
"26","127",0.546892806994922,-0.78976415197416,0.893816187231109,-1.56210192568889,0.625843307269056
"27","128",0.307008689380731,-0.630377028371341,0.596487760394049,-0.629418256020824,1.06572270205734
"28","129",0.49992132887701,-1.13521470207783,0.454786175176403,-1.0621901545957,0.851091171118193
"29","130",0.352382105140623,-2.20775707641774,0.75772485415312,-1.48207865019754,0.0135967963261876
"30","131",0.452941835726523,-0.852574565317926,0.505768734547526,-0.871054680578613,0.865486092927253
"31","132",0.174238200385605,-0.281124290626168,0.523146821219208,-0.690470653045799,0.186770241089667
"32","133",0.501287081260325,-0.877092270515928,0.7817298911057,-0.853021232448169,2.42781054270478
"33","134",0.480195460014625,-1.37947290684247,0.701689289041562,-1.03923090376573,0.91939409965827
"34","135",0.280022238383702,-1.76437372139461,0.78235241680853,-1.68324056928755,-0.0237665563686651
"35","136",0.683907665010039,-1.76268826222405,0.657338599037042,-1.56315543498836,0.705390082737649
"36","137",0.375134509011986,-1.33983914053965,0.763067445553961,-1.19172137900571,1.01481612680752
"37","138",0.479699155268094,-1.09413345099162,0.834763965241956,-1.20706550705329,1.37926085925033
"38","139",0.579441052756136,-1.20405403545922,0.63714345099916,-1.24854276988236,1.56250416376921
"39","140",1.54128378824459,-1.28767045817864,0.835085331825109,-1.94140460832721,-0.284990726908691
"40","141",0.554211267869416,-1.00098620609599,0.661078356750352,-1.09097282102711,0.763453942747903
"41","142",0.916821043590511,-1.28027514756735,0.881129452403949,-1.73364803222307,0.155245492508826
"42","143",0.501841837719442,-0.943824346136096,0.648226623402003,-1.23704361571923,0.857400408483597
"43","144",0.32690161824375,-0.535330583882068,0.406776843036041,-0.74362626368681,-0.170270797226714
"44","145",0.396855132085992,-0.837125130655883,0.7439569722299,-1.15608399941111,-0.109656124583262
"45","146",0.72396532125529,-1.48375152236495,0.866732323589409,-1.33362646479681,-0.0249792070966921
"46","147",0.453066536962577,-0.515043890177955,0.654826375534084,-1.46237010914496,1.97933521303265
"47","148",1.05984511176812,-1.26947036507652,0.765088896866937,-1.42366258972976,0.332503676454945
"48","149",0.52870849541178,-1.35257970366436,0.739015890499469,-1.46190847088518,0.363488685708848
"49","150",0.293572610096091,-0.397954170117357,0.447464502488101,-1.22314475614667,0.919612295117351
"50","151",0.519685460730117,-1.14307608152965,0.53425612442876,-0.898511232141838,2.83098801791945
"51","152",0.525357488657918,-1.11527095022876,0.614601905360672,-1.12322003714244,0.167188640454378
"52","153",0.315515537424486,-1.88397325042415,0.652756587759821,-0.989766453347101,0.113704088421186
"53","154",0.356678059343907,-0.897833491267263,0.702197038805882,-1.70251630570967,7.82027489346637e-05
"54","155",0.346301046311607,-1.28247207897146,0.860109168455228,-0.90162566337472,1.96729179826102
"55","156",0.401716334729286,-1.122540780044,0.575897739495375,-1.62583781984502,-0.0692630798908008
"56","157",0.686252080593498,-1.36752265827829,0.851604406018994,-0.629533511121548,-0.293931565271576
"57","158",0.592285066735308,-1.26824158439946,0.855695178767197,-0.684943281515408,-0.176089182550958
